year,region_name,region_ons_code,vehicle_type,activity_miles,activity_km,total_km,share_activity
2016,North East,E12000001,LGVs,1790400000.0,2881362336.0,18937586582.0,0.15215045082559295
2017,South West,E12000009,LGVs,5633700000.0,9066538758.0,56815334690.0,0.1595790785616157
2017,East Midlands,E12000004,LGVs,4267500000.0,6867858450.0,46132696704.0,0.14887181848626926
2017,Scotland,S92000003,LGVs,5130700000.0,8257040738.0,47751370876.0,0.1729173547591283
2017,Wales,W92000004,LGVs,3083300000.0,4962078022.0,30005178696.0,0.16537405333504968
2017,North West,E12000002,LGVs,5178900000.0,8334610926.0,56965164244.0,0.146310662606013
2017,London,E12000007,LGVs,3268100000.0,5259484054.0,32275957436.0,0.16295361847681922
2017,East of England,E12000006,LGVs,6162100000.0,9916914014.0,60967592824.0,0.16265877582911867
2017,Yorkshire and the Humber,E12000003,LGVs,4456600000.0,7172184644.0,45188496926.0,0.15871704375883672
2017,South East,E12000008,LGVs,8278700000.0,13323243058.0,87894104100.0,0.151582898471116
2017,West Midlands,E12000005,LGVs,4843200000.0,7794355488.0,51819460528.0,0.1504136748739099
2017,North East,E12000001,LGVs,1847500000.0,2973255650.0,19296469402.0,0.15408288366429532
2018,South West,E12000009,LGVs,5627100000.0,9055917114.0,56770273170.0,0.15951864608581026
2018,East Midlands,E12000004,LGVs,4318800000.0,6950417592.0,46538089450.0,0.14934901011498228
2018,Scotland,S92000003,LGVs,5106700000.0,8218416578.0,47875772858.0,0.17166128267789854
2018,Wales,W92000004,LGVs,3179300000.0,5116574662.0,30462714058.0,0.16796187799479098
2018,North West,E12000002,LGVs,5264400000.0,8472209496.0,57673112910.0,0.14690050646687036
2018,London,E12000007,LGVs,3259900000.0,5246287466.0,32175373686.0,0.16305288377373967
2018,East of England,E12000006,LGVs,6226400000.0,10020394576.0,60907564442.0,0.16451806385300544
2018,Yorkshire and the Humber,E12000003,LGVs,4459900000.0,7177495466.0,45988017038.0,0.1560731670615243
2018,South East,E12000008,LGVs,8427000000.0,13561908180.0,87690039788.0,0.15465733865313958
2018,West Midlands,E12000005,LGVs,4985200000.0,8022881768.0,52095945140.0,0.15400203886194433
2018,North East,E12000001,LGVs,1902100000.0,3061125614.0,19686251550.0,0.15549560596770898
2019,South West,E12000009,LGVs,5737600000.0,9233749184.0,57990313824.0,0.15922916389147906
2019,East Midlands,E12000004,LGVs,4409200000.0,7095901928.0,47457505392.0,0.14952117414069072
2019,Scotland,S92000003,LGVs,5143100000.0,8276996554.0,48347148544.0,0.17119927034512142
2019,Wales,W92000004,LGVs,3194400000.0,5140875696.0,30708138408.0,0.16741085466322872
2019,North West,E12000002,LGVs,5414200000.0,8713288628.0,58871588408.0,0.1480049861677583
2019,London,E12000007,LGVs,3264400000.0,5253529496.0,32612148562.0,0.1610911800555657
2019,East of England,E12000006,LGVs,6289400000.0,10121782996.0,61098110298.0,0.1656644198426433
2019,Yorkshire and the Humber,E12000003,LGVs,4576100000.0,7364500774.0,46599405304.0,0.1580385141388885
2019,South East,E12000008,LGVs,8513800000.0,13701598892.0,88333132052.0,0.15511279373558423
2019,West Midlands,E12000005,LGVs,4996000000.0,8040262640.0,52461265320.0,0.1532609362537579
2019,North East,E12000001,LGVs,1933100000.0,3111015154.0,20437813330.0,0.15221859128312137
2020,South West,E12000009,LGVs,5157800000.0,8300653852.0,44795496098.0,0.18530108102476406
2020,East Midlands,E12000004,LGVs,4018900000.0,6467776526.0,37603355638.0,0.1719999828808895
2020,Scotland,S92000003,LGVs,4596700000.0,7397653178.0,37285993790.0,0.1984030040788139
2020,Wales,W92000004,LGVs,2782800000.0,4478471352.0,23453072754.0,0.19095456697614097
2020,North West,E12000002,LGVs,5066400000.0,8153560176.0,46868326018.0,0.17396738626569652
2020,London,E12000007,LGVs,2877500000.0,4630875850.0,26736931024.0,0.17320147349159726
2020,East of England,E12000006,LGVs,5873100000.0,9451814754.0,48890783596.0,0.19332508212802096
2020,Yorkshire and the Humber,E12000003,LGVs,4162200000.0,6698394948.0,37213412556.0,0.17999948104517502
2020,South East,E12000008,LGVs,7768700000.0,12502479658.0,68266110658.0,0.18314328350468073
2020,West Midlands,E12000005,LGVs,4458700000.0,7175564258.0,40593992160.0,0.17676419283222328
2020,North East,E12000001,LGVs,1811600000.0,2915480344.0,16205570998.0,0.17990605479805755
2021,South West,E12000009,LGVs,5794500000.0,9325320630.0,50870110862.0,0.18331630248059907
2021,East Midlands,E12000004,LGVs,4576200000.0,7364661708.0,42267544826.0,0.1742391647851233
2021,Scotland,S92000003,LGVs,5433600000.0,8744509824.0,42975010690.0,0.2034789447076226
2021,Wales,W92000004,LGVs,3192200000.0,5137335148.0,26531740174.0,0.1936297850916833
2021,North West,E12000002,LGVs,5627800000.0,9057043652.0,52298078244.0,0.173181194340331
2021,London,E12000007,LGVs,2987800000.0,4808386052.0,29697633822.0,0.16191141963768
2021,East of England,E12000006,LGVs,6551200000.0,10543108208.0,54279497652.0,0.19423739467145798
2021,Yorkshire and the Humber,E12000003,LGVs,4611100000.0,7420827674.0,40872086112.0,0.18156224406224405
2021,South East,E12000008,LGVs,8622100000.0,13875890414.0,75486414568.0,0.18381970442509574
2021,West Midlands,E12000005,LGVs,4994600000.0,8038009564.0,45545931340.0,0.17648139641708774
2021,North East,E12000001,LGVs,1985400000.0,3195183636.0,18049230902.0,0.17702602694533362
2022,South West,E12000009,LGVs,6156900000.0,9908545446.0,54508023932.0,0.18178140998765863
2022,East Midlands,E12000004,LGVs,4875300000.0,7846015302.0,46285744938.0,0.1695125640196518
2022,Scotland,S92000003,LGVs,5798900000.0,9332401726.0,46957322520.0,0.1987422030296799
2022,Wales,W92000004,LGVs,3407400000.0,5483665116.0,29215314624.0,0.18769830777366472
2022,North West,E12000002,LGVs,5970400000.0,9608403536.0,56524526952.0,0.16998644754973977
2022,London,E12000007,LGVs,3031900000.0,4879357946.0,30721334996.0,0.15882636436975495
2022,East of England,E12000006,LGVs,6946100000.0,11178636574.0,59660808744.0,0.1873698464592842
2022,Yorkshire and the Humber,E12000003,LGVs,4731500000.0,7614592210.0,43893782896.0,0.1734776933681401
2022,South East,E12000008,LGVs,9227100000.0,14849541114.0,83074291734.0,0.17875013802762876
2022,West Midlands,E12000005,LGVs,5281500000.0,8499729210.0,50305071588.0,0.16896366393458356
2022,North East,E12000001,LGVs,2086800000.0,3358370712.0,19760281190.0,0.16995561347070082
2023,South West,E12000009,LGVs,6239600000.0,10041637864.0,55817543890.0,0.17990110571309123
2023,East Midlands,E12000004,LGVs,4905200000.0,7894134568.0,47270339150.0,0.16699974465911993
2023,Scotland,S92000003,LGVs,5896100000.0,9488829574.0,48018199448.0,0.1976090249755339
2023,Wales,W92000004,LGVs,3339800000.0,5374873732.0,29771341594.0,0.18053851268440085
2023,North West,E12000002,LGVs,6021400000.0,9690479876.0,57801860110.0,0.1676499658931132
2023,London,E12000007,LGVs,2989500000.0,4811121930.0,30893856244.0,0.15573070231186772
2023,East of England,E12000006,LGVs,6990700000.0,11250413138.0,60995917208.0,0.18444534737686405
2023,Yorkshire and the Humber,E12000003,LGVs,4785700000.0,7701818438.0,44866467992.0,0.17166090362569408
2023,South East,E12000008,LGVs,9206100000.0,14815744974.0,85010327754.0,0.17428170629894876
2023,West Midlands,E12000005,LGVs,5290300000.0,8513891402.0,51531871470.0,0.1652160334785528
2023,North East,E12000001,LGVs,2118900000.0,3410030526.0,20386153516.0,0.16727189478503876
2024,South West,E12000009,LGVs,6334700000.0,10194686098.0,56535953266.0,0.18032217569648648
2024,East Midlands,E12000004,LGVs,4965700000.0,7991499638.0,47954630518.0,0.16664709021166063
2024,Scotland,S92000003,LGVs,5992300000.0,9643648082.0,48930051492.0,0.19709049526703898
2024,Wales,W92000004,LGVs,3351400000.0,5393542076.0,30180113954.0,0.17871178631799542
2024,North West,E12000002,LGVs,6030600000.0,9705285804.0,59201824976.0,0.16393558489006807
2024,London,E12000007,LGVs,3072300000.0,4944375282.0,31273499550.0,0.15810111925897338
2024,East of England,E12000006,LGVs,6958200000.0,11198109588.0,61608110144.0,0.1817635626515088
2024,Yorkshire and the Humber,E12000003,LGVs,4872200000.0,7841026348.0,45420402820.0,0.17263225029231477
2024,South East,E12000008,LGVs,9305800000.0,14976196172.0,86262233340.0,0.17361243260386933
2024,West Midlands,E12000005,LGVs,5480100000.0,8819344134.0,52698803904.0,0.167353781882146
2024,North East,E12000001,LGVs,2169800000.0,3491945932.0,20957308282.0,0.1666218717123703
2015,South West,E12000009,all_HGVs,1405300000.0,2261605502.0,53413994600.0,0.04234106658632118
2015,East Midlands,E12000004,all_HGVs,1901000000.0,3059355340.0,44135666698.0,0.06931707548304995
2015,Scotland,S92000003,all_HGVs,1560000000.0,2510570400.0,45043334458.0,0.05573677948600685
2015,Wales,W92000004,all_HGVs,686200000.0,1104329108.0,28739271852.0,0.03842578593107774
2015,North West,E12000002,all_HGVs,1895400000.0,3050343036.0,56390147062.0,0.05409354638933997
2015,London,E12000007,all_HGVs,663400000.0,1067636156.0,31623852868.0,0.033760470631342174
2015,East of England,E12000006,all_HGVs,2051300000.0,3301239142.0,57849496574.0,0.05706599603294933
2015,Yorkshire and the Humber,E12000003,all_HGVs,1790900000.0,2882167006.0,43639346242.0,0.06604514627733135
2015,South East,E12000008,all_HGVs,2435800000.0,3920030372.0,85841390930.0,0.04566596987223352
2015,West Midlands,E12000005,all_HGVs,1939600000.0,3121475864.0,50268539570.0,0.06209601254982312
2015,North East,E12000001,all_HGVs,443700000.0,714064158.0,18668826802.0,0.03824901080144479
2016,South West,E12000009,all_HGVs,1410500000.0,2269974070.0,55262965326.0,0.04107586439868487
2016,East Midlands,E12000004,all_HGVs,1955400000.0,3146903436.0,45367294600.0,0.06936502305782193
2016,Scotland,S92000003,all_HGVs,1592100000.0,2562230214.0,46552251642.0,0.05503987720517315
2016,Wales,W92000004,all_HGVs,691500000.0,1112858610.0,29877718968.0,0.03724710749143559
2016,North West,E12000002,all_HGVs,1903100000.0,3062734954.0,56734706756.0,0.05398344556837071
2016,London,E12000007,all_HGVs,638200000.0,1027080788.0,32320375220.0,0.03177812079868546
2016,East of England,E12000006,all_HGVs,2095200000.0,3371889168.0,58893314498.0,0.05725419254700817
2016,Yorkshire and the Humber,E12000003,all_HGVs,1796300000.0,2890857442.0,45104167510.0,0.0640929120653667
2016,South East,E12000008,all_HGVs,2442400000.0,3930652016.0,87361734428.0,0.04499283401063293
2016,West Midlands,E12000005,all_HGVs,1960300000.0,3154789202.0,51332796112.0,0.061457575681573076
2016,North East,E12000001,all_HGVs,446600000.0,718731244.0,18937586582.0,0.037952631444766426
2017,South West,E12000009,all_HGVs,1431900000.0,2304413946.0,56815334690.0,0.04055971787499823
2017,East Midlands,E12000004,all_HGVs,1974600000.0,3177802764.0,46132696704.0,0.06888395847287342
2017,Scotland,S92000003,all_HGVs,1624300000.0,2614050962.0,47751370876.0,0.05474295112465202
2017,Wales,W92000004,all_HGVs,703800000.0,1132653492.0,30005178696.0,0.03774860011585248
2017,North West,E12000002,all_HGVs,1914400000.0,3080920496.0,56965164244.0,0.05408429058158128
2017,London,E12000007,all_HGVs,605900000.0,975099106.0,32275957436.0,0.030211314658396243
2017,East of England,E12000006,all_HGVs,2144200000.0,3450746828.0,60967592824.0,0.05659968957543634
2017,Yorkshire and the Humber,E12000003,all_HGVs,1815100000.0,2921113034.0,45188496926.0,0.06464284569552226
2017,South East,E12000008,all_HGVs,2461800000.0,3961873212.0,87894104100.0,0.045075528700906344
2017,West Midlands,E12000005,all_HGVs,1998200000.0,3215783188.0,51819460528.0,0.06205744242092971
2017,North East,E12000001,all_HGVs,456400000.0,734502776.0,19296469402.0,0.038064101815634306
2018,South West,E12000009,all_HGVs,1434900000.0,2309241966.0,56770273170.0,0.040676957094867544
2018,East Midlands,E12000004,all_HGVs,1991700000.0,3205322478.0,46538089450.0,0.06887524855191493
2018,Scotland,S92000003,all_HGVs,1621800000.0,2610027612.0,47875772858.0,0.05451666795523838
2018,Wales,W92000004,all_HGVs,702600000.0,1130722284.0,30462714058.0,0.03711823844215398
2018,North West,E12000002,all_HGVs,1903500000.0,3063378690.0,57673112910.0,0.05311623623958813
2018,London,E12000007,all_HGVs,597900000.0,962224386.0,32175373686.0,0.029905616493855317
2018,East of England,E12000006,all_HGVs,2184100000.0,3514959494.0,60907564442.0,0.05770973648678999
2018,Yorkshire and the Humber,E12000003,all_HGVs,1824600000.0,2936401764.0,45988017038.0,0.06385145420759597
2018,South East,E12000008,all_HGVs,2466900000.0,3970080846.0,87690039788.0,0.045274022632423166
2018,West Midlands,E12000005,all_HGVs,2002200000.0,3222220548.0,52095945140.0,0.06185165734762596
2018,North East,E12000001,all_HGVs,458600000.0,738043324.0,19686251550.0,0.037490292254240755
2019,South West,E12000009,all_HGVs,1456500000.0,2344003710.0,57990313824.0,0.04042060743306247
2019,East Midlands,E12000004,all_HGVs,2005300000.0,3227209502.0,47457505392.0,0.06800208892867801
2019,Scotland,S92000003,all_HGVs,1607600000.0,2587174984.0,48347148544.0,0.05351246271836387
2019,Wales,W92000004,all_HGVs,701000000.0,1128147340.0,30708138408.0,0.0367377313795778
2019,North West,E12000002,all_HGVs,1895100000.0,3049860234.0,58871588408.0,0.05180529889670104
2019,London,E12000007,all_HGVs,597500000.0,961580650.0,32612148562.0,0.029485351085406356
2019,East of England,E12000006,all_HGVs,2169400000.0,3491302196.0,61098110298.0,0.057142556111335
2019,Yorkshire and the Humber,E12000003,all_HGVs,1889200000.0,3040365128.0,46599405304.0,0.06524471950158173
2019,South East,E12000008,all_HGVs,2446500000.0,3937250310.0,88333132052.0,0.04457274658485128
2019,West Midlands,E12000005,all_HGVs,1999100000.0,3217231594.0,52461265320.0,0.06132584821154672
2019,North East,E12000001,all_HGVs,445200000.0,716478168.0,20437813330.0,0.03505649828733415
2020,South West,E12000009,all_HGVs,1325500000.0,2133180170.0,44795496098.0,0.04762041624303477
2020,East Midlands,E12000004,all_HGVs,1879300000.0,3024432662.0,37603355638.0,0.08042986086442948
2020,Scotland,S92000003,all_HGVs,1403900000.0,2259352426.0,37285993790.0,0.060595204696031246
2020,Wales,W92000004,all_HGVs,637900000.0,1026597986.0,23453072754.0,0.043772430025183384
2020,North West,E12000002,all_HGVs,1835100000.0,2953299834.0,46868326018.0,0.0630127014322161
2020,London,E12000007,all_HGVs,593000000.0,954338620.0,26736931024.0,0.03569364857706939
2020,East of England,E12000006,all_HGVs,2107600000.0,3391844984.0,48890783596.0,0.06937595870886193
2020,Yorkshire and the Humber,E12000003,all_HGVs,1812200000.0,2916445948.0,37213412556.0,0.07837082781943831
2020,South East,E12000008,all_HGVs,2283900000.0,3675571626.0,68266110658.0,0.05384181976345338
2020,West Midlands,E12000005,all_HGVs,1922000000.0,3093151480.0,40593992160.0,0.07619727243894703
2020,North East,E12000001,all_HGVs,402800000.0,648242152.0,16205570998.0,0.04000119169389356
2021,South West,E12000009,all_HGVs,1450800000.0,2334830472.0,50870110862.0,0.04589788448336407
2021,East Midlands,E12000004,all_HGVs,2073700000.0,3337288358.0,42267544826.0,0.07895628600474415
2021,Scotland,S92000003,all_HGVs,1553200000.0,2499626888.0,42975010690.0,0.058164660063287583
2021,Wales,W92000004,all_HGVs,695500000.0,1119295970.0,26531740174.0,0.042187054548983687
2021,North West,E12000002,all_HGVs,1938500000.0,3119705590.0,52298078244.0,0.059652394404337686
2021,London,E12000007,all_HGVs,635500000.0,1022735570.0,29697633822.0,0.034438284751236906
2021,East of England,E12000006,all_HGVs,2164500000.0,3483416430.0,54279497652.0,0.06417554658175155
2021,Yorkshire and the Humber,E12000003,all_HGVs,1956700000.0,3148995578.0,40872086112.0,0.07704513954513954
2021,South East,E12000008,all_HGVs,2436800000.0,3921639712.0,75486414568.0,0.051951595985093336
2021,West Midlands,E12000005,all_HGVs,2134100000.0,3434492494.0,45545931340.0,0.07540722942652203
2021,North East,E12000001,all_HGVs,446600000.0,718731244.0,18049230902.0,0.03982060221304825
2022,South West,E12000009,all_HGVs,1413100000.0,2274158354.0,54508023932.0,0.04172153363763589
2022,East Midlands,E12000004,all_HGVs,2065300000.0,3323769902.0,46285744938.0,0.0718097960063559
2022,Scotland,S92000003,all_HGVs,1556800000.0,2505420512.0,46957322520.0,0.05335526766742066
2022,Wales,W92000004,all_HGVs,681300000.0,1096443342.0,29215314624.0,0.03752974616604971
2022,North West,E12000002,all_HGVs,1897600000.0,3053883584.0,56524526952.0,0.05402758322229435
2022,London,E12000007,all_HGVs,648600000.0,1043817924.0,30721334996.0,0.033976971512986266
2022,East of England,E12000006,all_HGVs,2188300000.0,3521718722.0,59660808744.0,0.059029014124019466
2022,Yorkshire and the Humber,E12000003,all_HGVs,1925000000.0,3097979500.0,43893782896.0,0.07057900448772475
2022,South East,E12000008,all_HGVs,2453300000.0,3948193822.0,83074291734.0,0.04752606058492719
2022,West Midlands,E12000005,all_HGVs,2111300000.0,3397799542.0,50305071588.0,0.06754387648680986
2022,North East,E12000001,all_HGVs,440200000.0,708431468.0,19760281190.0,0.03585128476605449
2023,South West,E12000009,all_HGVs,1387100000.0,2232315514.0,55817543890.0,0.03999308028313175
2023,East Midlands,E12000004,all_HGVs,2016100000.0,3244590374.0,47270339150.0,0.06863903310920079
2023,Scotland,S92000003,all_HGVs,1510600000.0,2431069004.0,48018199448.0,0.05062807502044428
2023,Wales,W92000004,all_HGVs,656400000.0,1056370776.0,29771341594.0,0.03548280727170511
2023,North West,E12000002,all_HGVs,1839300000.0,2960059062.0,57801860110.0,0.05121044645218771
2023,London,E12000007,all_HGVs,621000000.0,999400140.0,30893856244.0,0.03234947855349385
2023,East of England,E12000006,all_HGVs,2158400000.0,3473599456.0,60995917208.0,0.05694806496891919
2023,Yorkshire and the Humber,E12000003,all_HGVs,1875700000.0,3018639038.0,44866467992.0,0.06728051422586338
2023,South East,E12000008,all_HGVs,2396000000.0,3855978640.0,85010327754.0,0.04535894334107616
2023,West Midlands,E12000005,all_HGVs,2054800000.0,3306871832.0,51531871470.0,0.0641713902031511
2023,North East,E12000001,all_HGVs,428900000.0,690245926.0,20386153516.0,0.033858566083016246
2024,South West,E12000009,all_HGVs,1326700000.0,2135111378.0,56535953266.0,0.037765550143894516
2024,East Midlands,E12000004,all_HGVs,1996900000.0,3213691046.0,47954630518.0,0.06701523943123126
2024,Scotland,S92000003,all_HGVs,1518000000.0,2442978120.0,48930051492.0,0.04992796953012452
2024,Wales,W92000004,all_HGVs,663400000.0,1067636156.0,30180113954.0,0.03537548458654836
2024,North West,E12000002,all_HGVs,1827300000.0,2940746982.0,59201824976.0,0.04967324880934258
2024,London,E12000007,all_HGVs,559900000.0,901069466.0,31273499550.0,0.02881255628457481
2024,East of England,E12000006,all_HGVs,2136400000.0,3438193976.0,61608110144.0,0.05580748976009362
2024,Yorkshire and the Humber,E12000003,all_HGVs,1836000000.0,2954748240.0,45420402820.0,0.06505332530205861
2024,South East,E12000008,all_HGVs,2320200000.0,3733990668.0,86262233340.0,0.04328650584877148
2024,West Midlands,E12000005,all_HGVs,2001400000.0,3220933076.0,52698803904.0,0.06111966187823708
2024,North East,E12000001,all_HGVs,426200000.0,685900708.0,20957308282.0,0.03272847346474893
